gene_id,sample,counts,cell,dex,avgLength,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol
ENSG00000232952,SRR1039520,53,N061011,untrt,101,RP11-90H3.1,,pseudogene,106434361,106436139,1,1,,RP11-90H3.1
ENSG00000232952,SRR1039521,32,N061011,trt,98,RP11-90H3.1,,pseudogene,106434361,106436139,1,1,,RP11-90H3.1
ENSG00000232956,SRR1039508,67,N61311,untrt,126,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039509,94,N61311,trt,126,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039512,96,N052611,untrt,126,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039513,46,N052611,trt,87,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039516,94,N080611,untrt,120,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039517,155,N080611,trt,126,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039520,106,N061011,untrt,101,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232956,SRR1039521,80,N061011,trt,98,SNHG15,,lincRNA,45022622,45026560,7,-1,,SNHG15
ENSG00000232977,SRR1039508,23,N61311,untrt,126,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039509,12,N61311,trt,126,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039512,41,N052611,untrt,126,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039513,13,N052611,trt,87,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039516,32,N080611,untrt,120,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039517,49,N080611,trt,126,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039520,23,N061011,untrt,101,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000232977,SRR1039521,16,N061011,trt,98,LINC00327,,lincRNA,24040710,24061603,13,1,,LINC00327
ENSG00000233003,SRR1039508,20,N61311,untrt,126,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039509,10,N61311,trt,126,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039512,40,N052611,untrt,126,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039513,14,N052611,trt,87,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039516,22,N080611,untrt,120,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039517,36,N080611,trt,126,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039520,20,N061011,untrt,101,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233003,SRR1039521,18,N061011,trt,98,CICP26,,pseudogene,228162980,228165894,1,-1,,CICP26
ENSG00000233013,SRR1039508,65,N61311,untrt,126,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039509,45,N61311,trt,126,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039512,142,N052611,untrt,126,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039513,38,N052611,trt,87,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039516,34,N080611,untrt,120,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039517,25,N080611,trt,126,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039520,71,N061011,untrt,101,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233013,SRR1039521,47,N061011,trt,98,FAM157B,,lincRNA,141106637,141143444,9,1,,FAM157B
ENSG00000233016,SRR1039508,500,N61311,untrt,126,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039509,423,N61311,trt,126,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039512,734,N052611,untrt,126,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039513,382,N052611,trt,87,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039516,779,N080611,untrt,120,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039517,691,N080611,trt,126,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039520,702,N061011,untrt,101,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233016,SRR1039521,728,N061011,trt,98,SNHG7,,antisense,139615818,139622636,9,-1,,SNHG7
ENSG00000233024,SRR1039508,752,N61311,untrt,126,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039509,935,N61311,trt,126,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039512,1129,N052611,untrt,126,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039513,836,N052611,trt,87,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039516,961,N080611,untrt,120,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039517,1302,N080611,trt,126,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039520,912,N061011,untrt,101,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233024,SRR1039521,994,N061011,trt,98,NPIPA7,,protein_coding,18451943,18473188,16,-1,,NPIPA7
ENSG00000233045,SRR1039508,476,N61311,untrt,126,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039509,413,N61311,trt,126,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039512,594,N052611,untrt,126,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039513,318,N052611,trt,87,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039516,472,N080611,untrt,120,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039517,584,N080611,trt,126,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039520,399,N061011,untrt,101,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233045,SRR1039521,423,N061011,trt,98,AC097523.1,,pseudogene,139036144,139036780,2,1,,AC097523.1
ENSG00000233057,SRR1039508,492,N61311,untrt,126,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039509,452,N61311,trt,126,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039512,154,N052611,untrt,126,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039513,164,N052611,trt,87,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039516,71,N080611,untrt,120,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039517,148,N080611,trt,126,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039520,186,N061011,untrt,101,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233057,SRR1039521,156,N061011,trt,98,EEF1A1P14,,pseudogene,194158097,194159472,1,1,,EEF1A1P14
ENSG00000233084,SRR1039508,175,N61311,untrt,126,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039509,106,N61311,trt,126,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039512,194,N052611,untrt,126,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039513,82,N052611,trt,87,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039516,212,N080611,untrt,120,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039517,204,N080611,trt,126,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039520,107,N061011,untrt,101,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233084,SRR1039521,68,N061011,trt,98,AL672183.2,,pseudogene,249230780,249231242,1,1,,AL672183.2
ENSG00000233087,SRR1039508,65,N61311,untrt,126,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039509,50,N61311,trt,126,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039512,112,N052611,untrt,126,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039513,91,N052611,trt,87,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039516,120,N080611,untrt,120,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039517,155,N080611,trt,126,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039520,95,N061011,untrt,101,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233087,SRR1039521,103,N061011,trt,98,AC073869.1,,pseudogene,132118066,132121731,2,-1,,AC073869.1
ENSG00000233101,SRR1039508,82,N61311,untrt,126,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039509,75,N61311,trt,126,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039512,85,N052611,untrt,126,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039513,62,N052611,trt,87,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039516,25,N080611,untrt,120,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039517,30,N080611,trt,126,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039520,66,N061011,untrt,101,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233101,SRR1039521,64,N061011,trt,98,HOXB-AS3,,antisense,46626992,46683776,17,1,,HOXB-AS3
ENSG00000233137,SRR1039508,1081,N61311,untrt,126,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039509,928,N61311,trt,126,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039512,1236,N052611,untrt,126,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039513,689,N052611,trt,87,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039516,1246,N080611,untrt,120,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039517,1450,N080611,trt,126,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039520,1088,N061011,untrt,101,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233137,SRR1039521,1013,N061011,trt,98,RP11-220I1.1,,lincRNA,37079893,37090398,9,1,,RP11-220I1.1
ENSG00000233178,SRR1039508,35,N61311,untrt,126,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039509,26,N61311,trt,126,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039512,53,N052611,untrt,126,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039513,15,N052611,trt,87,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039516,31,N080611,untrt,120,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039517,25,N080611,trt,126,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039520,27,N061011,untrt,101,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233178,SRR1039521,29,N061011,trt,98,RP11-88I18.2,,antisense,71010609,71021416,9,-1,,RP11-88I18.2
ENSG00000233184,SRR1039508,91,N61311,untrt,126,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039509,49,N61311,trt,126,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039512,116,N052611,untrt,126,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039513,54,N052611,trt,87,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039516,133,N080611,untrt,120,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039517,110,N080611,trt,126,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039520,69,N061011,untrt,101,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233184,SRR1039521,40,N061011,trt,98,RP11-421L21.3,,antisense,101491434,101552821,1,1,,RP11-421L21.3
ENSG00000233205,SRR1039508,36,N61311,untrt,126,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039509,37,N61311,trt,126,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039512,46,N052611,untrt,126,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039513,19,N052611,trt,87,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039516,37,N080611,untrt,120,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039517,34,N080611,trt,126,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039520,22,N061011,untrt,101,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233205,SRR1039521,22,N061011,trt,98,AC108479.2,,pseudogene,88272175,88272601,2,1,,AC108479.2
ENSG00000233223,SRR1039508,85,N61311,untrt,126,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039509,74,N61311,trt,126,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039512,75,N052611,untrt,126,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039513,27,N052611,trt,87,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039516,48,N080611,untrt,120,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039517,53,N080611,trt,126,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039520,55,N061011,untrt,101,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233223,SRR1039521,61,N061011,trt,98,AC113189.5,,antisense,7485282,7487390,17,-1,,AC113189.5
ENSG00000233225,SRR1039508,37,N61311,untrt,126,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039509,45,N61311,trt,126,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039512,41,N052611,untrt,126,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039513,36,N052611,trt,87,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039516,36,N080611,untrt,120,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039517,35,N080611,trt,126,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039520,21,N061011,untrt,101,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233225,SRR1039521,39,N061011,trt,98,AC004987.9,,pseudogene,39872813,39874544,7,1,,AC004987.9
ENSG00000233230,SRR1039508,23,N61311,untrt,126,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039509,25,N61311,trt,126,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039512,44,N052611,untrt,126,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039513,16,N052611,trt,87,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039516,44,N080611,untrt,120,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039517,27,N080611,trt,126,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039520,29,N061011,untrt,101,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233230,SRR1039521,24,N061011,trt,98,AC079807.2,,antisense,48132817,48134949,2,1,,AC079807.2
ENSG00000233237,SRR1039508,21,N61311,untrt,126,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039509,28,N61311,trt,126,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039512,25,N052611,untrt,126,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039513,12,N052611,trt,87,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039516,25,N080611,untrt,120,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039517,55,N080611,trt,126,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039520,11,N061011,untrt,101,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233237,SRR1039521,26,N061011,trt,98,LINC00472,,lincRNA,72054047,72130472,6,-1,,LINC00472
ENSG00000233247,SRR1039508,234,N61311,untrt,126,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039509,184,N61311,trt,126,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039512,278,N052611,untrt,126,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039513,140,N052611,trt,87,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039516,317,N080611,untrt,120,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039517,265,N080611,trt,126,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039520,216,N061011,untrt,101,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233247,SRR1039521,155,N061011,trt,98,GS1-257G1.1,,pseudogene,14262325,14263544,X,1,,GS1-257G1.1
ENSG00000233254,SRR1039508,249,N61311,untrt,126,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039509,225,N61311,trt,126,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039512,124,N052611,untrt,126,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039513,102,N052611,trt,87,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039516,151,N080611,untrt,120,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039517,131,N080611,trt,126,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039520,144,N061011,untrt,101,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233254,SRR1039521,126,N061011,trt,98,RPL21P134,,pseudogene,74604181,74604663,X,1,,RPL21P134
ENSG00000233270,SRR1039508,43,N61311,untrt,126,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039509,42,N61311,trt,126,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039512,48,N052611,untrt,126,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039513,25,N052611,trt,87,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039516,44,N080611,untrt,120,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039517,63,N080611,trt,126,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039520,41,N061011,untrt,101,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233270,SRR1039521,36,N061011,trt,98,SNRPEP4,,pseudogene,5576671,5576949,19,-1,,SNRPEP4
ENSG00000233276,SRR1039508,3645,N61311,untrt,126,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039509,3950,N61311,trt,126,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039512,3630,N052611,untrt,126,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039513,2412,N052611,trt,87,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039516,4328,N080611,untrt,120,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039517,7635,N080611,trt,126,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039520,2852,N061011,untrt,101,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233276,SRR1039521,3669,N061011,trt,98,GPX1,,protein_coding,49394609,49396033,3,-1,,GPX1
ENSG00000233280,SRR1039508,749,N61311,untrt,126,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039509,370,N61311,trt,126,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039512,746,N052611,untrt,126,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039513,222,N052611,trt,87,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039516,730,N080611,untrt,120,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039517,689,N080611,trt,126,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039520,599,N061011,untrt,101,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233280,SRR1039521,422,N061011,trt,98,CRYBG3,,protein_coding,97540884,97594132,3,1,,CRYBG3
ENSG00000233297,SRR1039508,122,N61311,untrt,126,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039509,99,N61311,trt,126,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039512,243,N052611,untrt,126,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039513,129,N052611,trt,87,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039516,128,N080611,untrt,120,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039517,130,N080611,trt,126,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039520,137,N061011,untrt,101,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233297,SRR1039521,146,N061011,trt,98,RASA4DP,,pseudogene,102322283,102330916,7,-1,,RASA4DP
ENSG00000233328,SRR1039508,44,N61311,untrt,126,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039509,48,N61311,trt,126,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039512,58,N052611,untrt,126,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039513,40,N052611,trt,87,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039516,50,N080611,untrt,120,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039517,89,N080611,trt,126,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039520,46,N061011,untrt,101,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233328,SRR1039521,37,N061011,trt,98,PFN1P1,,pseudogene,171639657,171640079,1,-1,,PFN1P1
ENSG00000233369,SRR1039508,6695,N61311,untrt,126,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039509,5519,N61311,trt,126,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039512,8709,N052611,untrt,126,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039513,5161,N052611,trt,87,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039516,10398,N080611,untrt,120,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039517,14298,N080611,trt,126,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039520,5933,N061011,untrt,101,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233369,SRR1039521,6639,N061011,trt,98,RP11-396K3.1,,pseudogene,72569033,72619657,7,1,,RP11-396K3.1
ENSG00000233381,SRR1039508,108,N61311,untrt,126,AK4P3,,pseudogene,31768702,31769373,12,-1,,AK4P3
ENSG00000233381,SRR1039509,82,N61311,trt,126,AK4P3,,pseudogene,31768702,31769373,12,-1,,AK4P3
ENSG00000233381,SRR1039512,122,N052611,untrt,126,AK4P3,,pseudogene,31768702,31769373,12,-1,,AK4P3
ENSG00000233381,SRR1039513,59,N052611,trt,87,AK4P3,,pseudogene,31768702,31769373,12,-1,,AK4P3
ENSG00000233381,SRR1039516,100,N080611,untrt,120,AK4P3,,pseudogene,31768702,31769373,12,-1,,AK4P3
